name    center_x center_y center_z rin(z-in) rin(z-out)  dout   length   angle      B      gradient
##             [m]      [m]      [m]      [m]        [m]      [m]      [m]   [mrad]     [T]      [T/m]
DB DB23_1     0.352014     0         -0.7563  0.12  0.12    0.3     4.22367 -28.797750         -0.272916       0
QF QD12     0.285309     0         -3.7023  0.1   0.1     0.3     0.6     -19.198500         0               -12.8444
DB DB23      0.238873     0         -6.6488  0.07  0.07    0.3     4.22367  -9.5992496         -0.272916       0
QF QF11     0.228737     0         -9.5956  0.07  0.07    0.3     0.6      0          0               14.2077
QF QF10     0.228737     0         -20.319  0.085  0.085    0.25     0.6    -0.00           0               -6.87619
QF QF9     0.228737     0         -31.0425 0.1   0.1     0.25    0.6     -0.00            0               7.06014

