D2EF_5    Sbend               13.334     3.238       13.8978673553       -0.1913710325       27.2826223352       -1.4584646776               0.0000000000
ODEF_5    Drift               13.634     0.300       14.0194029514       -0.2137476212       28.1680168924       -1.4928505132               0.0000000000
Q10EF_5   Quadrupole          14.234     0.600       15.1291860489       -1.6709699357       28.3541397737        1.1885738287              -0.1586454463
ODEF_5    Drift               66.528     0.300      160.9782438803       -9.2868277061       67.7056925956       -1.5597795787               0.0000000000
