D2EF_5    Sbend               13.334     3.238       13.8978673553       -0.1913710325       27.2826223352       -1.4584646776               0.0000000000
ODEF_5    Drift               66.528     0.300      160.9782438803       -9.2868277061       67.7056925956       -1.5597795787               0.0000000000
